"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 7.0","Reference","Pakistan","Agricultural Demand","million t DM/yr",55.6799163409706,65.1568196265965,77.5052558561928,86.5004004288993,94.5254273767124,104.123586945238,114.211483123219,124.898887562964,136.120633753172,147.139109222857,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Russia","Agricultural Demand","million t DM/yr",88.8037090051874,98.307470241954,111.230743182546,112.878070691078,114.261178116768,116.382105704475,118.717199985709,123.041087053318,128.644910192269,133.772221095954,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Africa","Agricultural Demand","million t DM/yr",22.3907116922959,25.0523887980084,26.8883785100716,28.1296486693573,29.7387988834239,31.8302682897159,33.8193081186568,35.8322185384259,37.8309092934506,39.7053928603909,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South America_Northern","Agricultural Demand","million t DM/yr",12.4851850429956,16.1528784849067,14.4354591479137,12.4329404846287,12.9440558907202,13.9293997667088,14.8812701893389,15.7717244962644,16.6175102482296,17.4646710038186,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South America_Southern","Agricultural Demand","million t DM/yr",40.4596119511986,47.8945006243713,56.7821289335809,61.1599669153858,65.7604468620497,70.4880318407067,74.8677486997611,79.3157523204357,83.6554557918017,87.4124675294852,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Asia","Agricultural Demand","million t DM/yr",74.0440356784159,91.4109928692301,110.719171021371,122.233350914334,134.373542689932,146.510459032965,158.187638895216,169.742131381214,180.905100509166,191.580203665663,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","South Korea","Agricultural Demand","million t DM/yr",29.3236049940732,34.3151466497181,38.793081543704,41.2783637352026,42.4521631919637,43.2507503957107,44.1719335816969,46.2102474834896,49.166125484111,51.6741466545923,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Southeast Asia","Agricultural Demand","million t DM/yr",238.041029997234,274.975465398326,303.567690628677,340.690433691836,377.96907822088,414.202184112109,451.568213838487,498.146131847007,552.48703331775,601.959729579648,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Taiwan","Agricultural Demand","million t DM/yr",14.4405633585976,14.3448842186044,15.0568256179157,15.6275097925279,15.9251658622711,16.1750118180899,16.8913790268854,19.0278221079343,22.8298802141415,26.8779431201178,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","USA","Agricultural Demand","million t DM/yr",376.313126482405,397.36613141074,469.403828223455,509.947330048705,524.47817804967,531.399818969218,534.389732344576,554.332024556304,609.047277634571,656.213438668549,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","World","Agricultural Demand","million t DM/yr",3743.26432365314,4303.04712304722,4907.77383515701,5335.04855222297,5722.73148176375,6095.38339606098,6439.01383284042,6837.04051590183,7307.85225342816,7737.95283087402,0,0,0,0,0,0,0,0,0,0
