"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060"
"GCAM 7.1","trn_EVcost-20_241121","South Korea","Sales|Transportation|Light-Duty Vehicle","million",2.16152319057115,2.34835067738736,2.73606229061204,0.889053784444881,1.04958853197271,1.42564035019868,1.41411183249928,1.45590861215146,1.35082887981358,1.38171857011154,1.42008890558901,1.37208384037734
"GCAM 7.1","trn_EVcost-20_241121","Southeast Asia","Sales|Transportation|Light-Duty Vehicle","million",3.3000516320672,3.89788356700428,5.11590920756618,1.82009557355284,2.39624402616204,3.00631872773221,3.39954544360625,3.68712450886961,3.67483272271317,4.0134194550487,4.65645468157306,4.80168997196439
"GCAM 7.1","trn_EVcost-20_241121","Taiwan","Sales|Transportation|Light-Duty Vehicle","million",0.847617637494717,0.84522090705332,0.913763931027204,0.20260849781615,0.261118881042477,0.335433744605095,0.343262773750206,0.354293139077865,0.295620845641356,0.309960191264599,0.328769984244217,0.31395624364984
"GCAM 7.1","trn_EVcost-20_241121","USA","Sales|Transportation|Light-Duty Vehicle","million",43.4979151421739,43.7564468530819,50.9474375891959,14.1665086439865,17.4881173034939,22.6693602402527,22.9073149039872,24.3639889938444,22.8034774898104,24.2305767639299,25.505094798375,25.9747906125011
"GCAM 7.1","trn_EVcost-20_241121","World","Sales|Transportation|Light-Duty Vehicle","million",177.779011473094,196.448345990658,222.614040746999,63.4253927881186,79.8260684842476,107.459079345652,112.726345914281,121.248465598585,116.652759725299,125.934559431473,139.912516388812,145.199305932262
"GCAM 7.1","trn_EVcost-20_241121","Africa_Eastern","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0193135759906927,0.170521133330456,0.232875021424831,0.287582232737311,0.353005013982888,0.422439803676258,0.576894427870272,0.697966921924193
"GCAM 7.1","trn_EVcost-20_241121","Africa_Northern","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0866045391513776,0.563045961551706,0.642130374295373,0.671816360739076,0.66383241286686,0.676319617251193,0.773751735705349,0.802371420322532
"GCAM 7.1","trn_EVcost-20_241121","Africa_Southern","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0121386676845704,0.0907909121791489,0.112845508453375,0.138443491215304,0.165050861343083,0.20134700358827,0.27850870946011,0.346001691023826
"GCAM 7.1","trn_EVcost-20_241121","Africa_Western","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.0542062517983964,0.43743053512354,0.546448946140628,0.659480376652428,0.791083635582126,0.953890042206855,1.27751130786257,1.52980876307794
"GCAM 7.1","trn_EVcost-20_241121","Argentina","Sales|Transportation|Light-Duty Vehicle|Battery-Electric","million",0,0,0,0,0.144521389539422,0.361182201405152,0.37108243559719,0.397482513661202,0.379698672911788,0.413913739266198,0.451133177205308,0.461725448868072
